id,requirement_id,user_id,novelty,usefulness,clarity,created_at
191,659,736,3,3,3,"2016-03-03 15:16:18"
192,1196,736,3,3,3,"2016-03-03 15:16:18"
193,1764,736,3,3,4,"2016-03-03 15:16:18"
194,2628,736,3,3,4,"2016-03-03 15:16:18"
195,3033,736,3,3,4,"2016-03-03 15:16:18"
196,3223,736,3,3,4,"2016-03-03 15:16:18"
201,668,721,4,4,3,"2016-03-03 15:16:24"
202,1069,721,3,3,3,"2016-03-03 15:16:24"
203,1089,721,2,4,4,"2016-03-03 15:16:24"
204,1735,721,3,3,4,"2016-03-03 15:16:24"
205,2315,721,5,2,3,"2016-03-03 15:16:24"
206,2574,721,5,2,4,"2016-03-03 15:16:24"
207,2664,721,2,4,5,"2016-03-03 15:16:24"
208,3256,721,5,2,2,"2016-03-03 15:16:24"
209,3269,721,3,3,3,"2016-03-03 15:16:24"
211,13,724,4,5,3,"2016-03-03 15:16:38"
212,1223,724,5,4,4,"2016-03-03 15:16:38"
213,1628,724,5,4,4,"2016-03-03 15:16:38"
214,2797,724,5,3,3,"2016-03-03 15:16:38"
215,2829,724,3,4,4,"2016-03-03 15:16:38"
216,3114,724,2,5,4,"2016-03-03 15:16:38"
217,3212,724,5,3,4,"2016-03-03 15:16:38"
218,3262,724,3,5,4,"2016-03-03 15:16:38"
219,3276,724,4,3,4,"2016-03-03 15:16:38"
221,528,705,1,1,3,"2016-03-03 15:16:49"
222,1419,705,4,5,5,"2016-03-03 15:16:49"
223,1700,705,2,3,4,"2016-03-03 15:16:49"
224,1869,705,2,3,5,"2016-03-03 15:16:49"
225,2069,705,4,5,5,"2016-03-03 15:16:49"
226,2125,705,1,2,4,"2016-03-03 15:16:49"
227,2500,705,4,5,5,"2016-03-03 15:16:49"
228,2586,705,3,5,5,"2016-03-03 15:16:49"
229,2988,705,3,3,4,"2016-03-03 15:16:49"
231,69,711,3,4,3,"2016-03-03 15:16:50"
232,269,711,1,2,4,"2016-03-03 15:16:50"
233,1152,711,3,2,4,"2016-03-03 15:16:50"
234,1265,711,2,3,5,"2016-03-03 15:16:50"
235,1908,711,3,1,4,"2016-03-03 15:16:50"
236,2591,711,2,3,4,"2016-03-03 15:16:50"
237,2840,711,1,4,5,"2016-03-03 15:16:50"
238,3248,711,4,2,3,"2016-03-03 15:16:50"
241,193,734,1,5,5,"2016-03-03 15:16:50"
242,209,734,4,5,4,"2016-03-03 15:16:51"
243,862,734,2,5,4,"2016-03-03 15:16:51"
244,899,734,1,5,5,"2016-03-03 15:16:51"
245,1471,734,3,3,5,"2016-03-03 15:16:51"
246,1475,734,1,5,5,"2016-03-03 15:16:51"
247,1882,734,1,5,5,"2016-03-03 15:16:51"
248,1888,734,1,5,5,"2016-03-03 15:16:51"
249,2534,734,1,5,5,"2016-03-03 15:16:51"
250,2642,734,1,5,5,"2016-03-03 15:16:51"
251,162,722,3,3,4,"2016-03-03 15:17:05"
252,480,722,5,5,5,"2016-03-03 15:17:05"
253,755,722,4,4,5,"2016-03-03 15:17:05"
254,1560,722,4,5,3,"2016-03-03 15:17:05"
255,1645,722,4,4,5,"2016-03-03 15:17:05"
256,1893,722,5,5,3,"2016-03-03 15:17:05"
257,2234,722,5,5,5,"2016-03-03 15:17:05"
258,2253,722,3,4,5,"2016-03-03 15:17:05"
259,2710,722,5,5,5,"2016-03-03 15:17:05"
261,40,721,3,4,5,"2016-03-03 15:17:08"
262,229,721,5,4,5,"2016-03-03 15:17:08"
263,612,721,4,4,4,"2016-03-03 15:17:08"
264,1506,721,2,4,3,"2016-03-03 15:17:08"
265,2418,721,3,4,4,"2016-03-03 15:17:08"
266,2540,721,5,4,3,"2016-03-03 15:17:08"
267,2884,721,2,4,4,"2016-03-03 15:17:08"
268,2944,721,4,4,3,"2016-03-03 15:17:08"
269,3146,721,4,3,3,"2016-03-03 15:17:08"
270,3209,721,4,4,4,"2016-03-03 15:17:08"
271,264,724,5,5,3,"2016-03-03 15:17:28"
272,520,724,3,5,4,"2016-03-03 15:17:28"
273,766,724,4,3,3,"2016-03-03 15:17:28"
274,1322,724,4,3,5,"2016-03-03 15:17:28"
275,1338,724,3,4,3,"2016-03-03 15:17:28"
276,1416,724,4,3,4,"2016-03-03 15:17:28"
277,1924,724,3,3,3,"2016-03-03 15:17:29"
278,2050,724,5,4,5,"2016-03-03 15:17:29"
279,2131,724,3,2,3,"2016-03-03 15:17:29"
280,2765,724,4,3,4,"2016-03-03 15:17:29"
281,73,707,4,3,5,"2016-03-03 15:17:46"
282,501,707,5,5,5,"2016-03-03 15:17:46"
283,1177,707,5,5,5,"2016-03-03 15:17:46"
284,1648,707,5,5,5,"2016-03-03 15:17:46"
285,1868,707,5,5,5,"2016-03-03 15:17:46"
286,2486,707,4,4,5,"2016-03-03 15:17:46"
287,3159,707,5,3,4,"2016-03-03 15:17:46"
291,279,708,5,5,5,"2016-03-03 15:17:48"
292,763,708,5,5,5,"2016-03-03 15:17:48"
293,792,708,5,5,4,"2016-03-03 15:17:48"
294,1860,708,3,2,1,"2016-03-03 15:17:49"
295,1928,708,1,2,5,"2016-03-03 15:17:49"
296,2450,708,1,3,5,"2016-03-03 15:17:49"
297,2780,708,3,5,5,"2016-03-03 15:17:49"
298,2970,708,4,2,5,"2016-03-03 15:17:49"
301,1025,734,4,4,4,"2016-03-03 15:18:18"
302,1214,734,4,5,5,"2016-03-03 15:18:18"
303,1602,734,4,3,1,"2016-03-03 15:18:18"
304,1900,734,5,2,4,"2016-03-03 15:18:18"
305,1950,734,5,2,5,"2016-03-03 15:18:18"
306,2727,734,3,5,3,"2016-03-03 15:18:18"
307,3048,734,3,3,2,"2016-03-03 15:18:18"
311,83,722,5,5,5,"2016-03-03 15:18:40"
312,646,722,4,5,4,"2016-03-03 15:18:40"
313,822,722,5,5,4,"2016-03-03 15:18:40"
314,1159,722,5,5,4,"2016-03-03 15:18:40"
315,2146,722,5,5,5,"2016-03-03 15:18:40"
316,2287,722,3,4,4,"2016-03-03 15:18:40"
317,3055,722,4,4,3,"2016-03-03 15:18:40"
321,360,735,4,4,5,"2016-03-03 15:18:53"
322,708,735,3,4,5,"2016-03-03 15:18:53"
323,865,735,3,3,5,"2016-03-03 15:18:53"
324,1064,735,2,2,5,"2016-03-03 15:18:53"
325,1625,735,2,2,5,"2016-03-03 15:18:53"
326,2007,735,1,1,1,"2016-03-03 15:18:53"
327,2126,735,3,3,5,"2016-03-03 15:18:53"
328,328,724,5,5,4,"2016-03-03 15:18:53"
329,2773,735,3,2,5,"2016-03-03 15:18:53"
330,1110,724,3,4,5,"2016-03-03 15:18:53"
331,2868,735,4,4,5,"2016-03-03 15:18:53"
332,1146,724,5,5,5,"2016-03-03 15:18:53"
334,1804,724,5,5,5,"2016-03-03 15:18:53"
335,2056,724,5,5,4,"2016-03-03 15:18:53"
336,2269,724,2,5,4,"2016-03-03 15:18:53"
337,2964,724,3,4,4,"2016-03-03 15:18:54"
338,2974,724,2,5,5,"2016-03-03 15:18:54"
339,2984,724,2,5,5,"2016-03-03 15:18:54"
341,383,705,4,5,5,"2016-03-03 15:19:01"
342,660,705,3,2,4,"2016-03-03 15:19:01"
343,706,705,2,4,5,"2016-03-03 15:19:01"
344,1057,705,1,1,3,"2016-03-03 15:19:01"
345,1519,705,4,4,4,"2016-03-03 15:19:01"
346,2305,705,3,3,5,"2016-03-03 15:19:01"
347,2809,705,4,4,5,"2016-03-03 15:19:01"
348,2878,705,5,5,5,"2016-03-03 15:19:01"
351,488,734,2,5,5,"2016-03-03 15:19:16"
352,902,734,5,2,4,"2016-03-03 15:19:16"
353,1106,734,2,5,5,"2016-03-03 15:19:16"
354,1923,734,1,5,5,"2016-03-03 15:19:16"
355,2480,734,3,5,5,"2016-03-03 15:19:16"
356,2567,734,3,5,5,"2016-03-03 15:19:16"
357,2818,734,3,3,5,"2016-03-03 15:19:16"
358,2873,734,2,4,3,"2016-03-03 15:19:16"
359,2890,734,5,5,5,"2016-03-03 15:19:16"
360,3185,734,2,3,4,"2016-03-03 15:19:16"
361,374,708,5,5,5,"2016-03-03 15:19:25"
362,698,708,1,3,5,"2016-03-03 15:19:25"
363,1002,708,2,4,4,"2016-03-03 15:19:25"
364,2177,708,1,5,5,"2016-03-03 15:19:25"
365,2430,708,4,3,5,"2016-03-03 15:19:25"
366,2485,708,1,2,5,"2016-03-03 15:19:25"
368,3180,708,3,4,4,"2016-03-03 15:19:25"
369,3274,708,1,2,5,"2016-03-03 15:19:25"
371,332,733,4,5,5,"2016-03-03 15:19:46"
372,805,733,5,5,5,"2016-03-03 15:19:46"
373,846,733,5,4,3,"2016-03-03 15:19:46"
374,1151,733,3,3,4,"2016-03-03 15:19:46"
375,1173,733,2,4,4,"2016-03-03 15:19:46"
376,1262,733,5,3,5,"2016-03-03 15:19:46"
377,2017,733,5,5,5,"2016-03-03 15:19:46"
378,2483,733,5,4,5,"2016-03-03 15:19:46"
379,2980,733,4,4,5,"2016-03-03 15:19:46"
381,638,742,1,1,1,"2016-03-03 15:19:50"
382,771,742,5,4,4,"2016-03-03 15:19:50"
383,821,742,4,4,5,"2016-03-03 15:19:50"
384,1000,742,4,4,5,"2016-03-03 15:19:50"
385,1388,742,3,4,4,"2016-03-03 15:19:50"
386,1527,742,4,5,5,"2016-03-03 15:19:50"
387,1824,742,4,3,3,"2016-03-03 15:19:50"
388,1843,742,4,3,5,"2016-03-03 15:19:50"
389,3040,742,4,3,3,"2016-03-03 15:19:50"
390,3119,742,4,3,4,"2016-03-03 15:19:50"
391,517,709,2,4,4,"2016-03-03 15:20:13"
392,895,709,5,2,3,"2016-03-03 15:20:13"
393,1364,709,3,4,4,"2016-03-03 15:20:13"
394,1632,709,2,3,4,"2016-03-03 15:20:13"
395,1692,709,2,3,4,"2016-03-03 15:20:13"
396,2090,709,1,4,5,"2016-03-03 15:20:13"
397,2463,709,3,2,4,"2016-03-03 15:20:13"
398,2872,709,5,2,4,"2016-03-03 15:20:13"
401,110,738,4,3,4,"2016-03-03 15:20:25"
402,817,738,3,2,2,"2016-03-03 15:20:25"
403,1098,738,4,5,5,"2016-03-03 15:20:25"
404,1350,738,5,5,3,"2016-03-03 15:20:25"
405,1421,738,3,4,4,"2016-03-03 15:20:25"
406,2240,738,1,4,5,"2016-03-03 15:20:25"
407,2408,738,1,2,4,"2016-03-03 15:20:25"
408,2796,738,5,5,5,"2016-03-03 15:20:25"
409,2815,738,4,5,5,"2016-03-03 15:20:25"
410,3091,738,3,4,5,"2016-03-03 15:20:25"
411,603,727,1,1,3,"2016-03-03 15:20:29"
412,758,727,2,2,3,"2016-03-03 15:20:29"
413,851,727,1,1,3,"2016-03-03 15:20:29"
414,1441,727,1,1,1,"2016-03-03 15:20:29"
415,2149,727,1,1,1,"2016-03-03 15:20:29"
416,2676,727,1,1,1,"2016-03-03 15:20:29"
417,3161,727,3,4,3,"2016-03-03 15:20:29"
421,99,720,4,5,4,"2016-03-03 15:20:35"
422,405,720,5,3,5,"2016-03-03 15:20:35"
423,779,720,1,5,5,"2016-03-03 15:20:35"
424,906,720,4,4,4,"2016-03-03 15:20:35"
425,1086,720,1,5,5,"2016-03-03 15:20:35"
426,1383,720,2,5,5,"2016-03-03 15:20:35"
427,2703,720,3,4,5,"2016-03-03 15:20:35"
428,3046,720,1,5,5,"2016-03-03 15:20:35"
431,506,707,1,3,1,"2016-03-03 15:20:44"
432,896,707,2,4,4,"2016-03-03 15:20:44"
433,943,707,4,4,3,"2016-03-03 15:20:44"
434,958,707,4,5,5,"2016-03-03 15:20:44"
435,1236,707,1,1,1,"2016-03-03 15:20:44"
436,1688,707,2,3,3,"2016-03-03 15:20:44"
437,2130,707,4,5,5,"2016-03-03 15:20:44"
438,2228,707,3,5,5,"2016-03-03 15:20:44"
439,2399,707,5,4,5,"2016-03-03 15:20:44"
440,2713,707,5,5,5,"2016-03-03 15:20:44"
441,35,716,4,3,5,"2016-03-03 15:20:47"
442,690,716,4,4,5,"2016-03-03 15:20:47"
443,768,716,5,3,4,"2016-03-03 15:20:47"
444,1430,716,3,1,3,"2016-03-03 15:20:47"
445,1595,716,5,5,4,"2016-03-03 15:20:47"
446,1766,716,1,2,2,"2016-03-03 15:20:47"
447,2580,716,2,4,5,"2016-03-03 15:20:47"
448,2875,716,3,4,2,"2016-03-03 15:20:47"
449,3036,716,3,1,4,"2016-03-03 15:20:47"
451,532,731,4,5,4,"2016-03-03 15:21:04"
452,1137,731,4,3,3,"2016-03-03 15:21:04"
453,2198,731,5,5,5,"2016-03-03 15:21:04"
454,2261,731,4,3,3,"2016-03-03 15:21:04"
455,2808,731,4,3,4,"2016-03-03 15:21:04"
456,2949,731,5,3,4,"2016-03-03 15:21:04"
457,3092,731,4,4,3,"2016-03-03 15:21:04"
461,341,735,3,4,2,"2016-03-03 15:21:18"
462,381,735,5,5,5,"2016-03-03 15:21:18"
463,1041,735,4,4,2,"2016-03-03 15:21:18"
464,2108,735,5,5,5,"2016-03-03 15:21:18"
465,2925,735,5,5,5,"2016-03-03 15:21:18"
466,3054,735,2,2,2,"2016-03-03 15:21:18"
467,3125,735,2,4,2,"2016-03-03 15:21:19"
468,3260,735,3,4,4,"2016-03-03 15:21:19"
471,122,742,3,5,5,"2016-03-03 15:21:23"
472,373,742,4,5,5,"2016-03-03 15:21:23"
473,489,742,4,4,4,"2016-03-03 15:21:23"
474,1166,742,4,5,5,"2016-03-03 15:21:23"
475,1922,742,3,4,5,"2016-03-03 15:21:24"
476,2035,742,2,3,4,"2016-03-03 15:21:24"
477,2527,742,2,4,4,"2016-03-03 15:21:24"
478,3110,742,4,5,5,"2016-03-03 15:21:24"
481,351,711,3,5,5,"2016-03-03 15:21:26"
482,1428,711,2,4,4,"2016-03-03 15:21:26"
483,2000,711,4,3,4,"2016-03-03 15:21:26"
484,2569,711,1,4,5,"2016-03-03 15:21:26"
485,2672,711,2,4,4,"2016-03-03 15:21:26"
486,2694,711,4,3,5,"2016-03-03 15:21:26"
487,2722,711,4,4,4,"2016-03-03 15:21:26"
488,2979,711,3,4,4,"2016-03-03 15:21:26"
491,13,747,2,4,3,"2016-03-03 15:21:47"
492,1223,747,4,2,4,"2016-03-03 15:21:47"
493,1628,747,5,1,5,"2016-03-03 15:21:47"
494,2797,747,4,1,4,"2016-03-03 15:21:47"
495,2829,747,2,2,5,"2016-03-03 15:21:47"
496,3114,747,5,3,5,"2016-03-03 15:21:47"
497,3212,747,5,3,2,"2016-03-03 15:21:48"
498,3262,747,3,2,5,"2016-03-03 15:21:48"
499,3276,747,5,4,4,"2016-03-03 15:21:48"
501,268,741,3,3,4,"2016-03-03 15:21:51"
502,347,741,3,4,5,"2016-03-03 15:21:51"
503,579,741,3,4,4,"2016-03-03 15:21:51"
504,796,741,3,4,4,"2016-03-03 15:21:51"
505,1193,741,4,4,4,"2016-03-03 15:21:51"
506,1291,741,1,1,1,"2016-03-03 15:21:51"
507,1599,741,3,3,3,"2016-03-03 15:21:51"
508,1918,741,5,5,5,"2016-03-03 15:21:51"
509,2412,741,4,4,4,"2016-03-03 15:21:51"
511,318,738,3,4,5,"2016-03-03 15:22:14"
512,747,738,4,4,5,"2016-03-03 15:22:14"
513,797,738,4,4,5,"2016-03-03 15:22:14"
514,1407,738,2,4,5,"2016-03-03 15:22:14"
515,1552,738,2,4,5,"2016-03-03 15:22:14"
516,1568,738,4,5,5,"2016-03-03 15:22:14"
517,1810,738,2,3,4,"2016-03-03 15:22:14"
518,1926,738,2,3,4,"2016-03-03 15:22:14"
521,258,727,4,4,3,"2016-03-03 15:22:16"
522,487,727,4,3,4,"2016-03-03 15:22:16"
523,748,727,4,5,4,"2016-03-03 15:22:16"
524,1124,727,4,4,2,"2016-03-03 15:22:16"
525,1439,727,4,3,3,"2016-03-03 15:22:16"
526,2303,727,3,3,3,"2016-03-03 15:22:16"
527,2451,727,2,3,1,"2016-03-03 15:22:17"
528,2771,727,3,3,3,"2016-03-03 15:22:17"
531,293,746,4,4,4,"2016-03-03 15:22:22"
532,736,746,1,4,4,"2016-03-03 15:22:22"
533,965,746,3,3,3,"2016-03-03 15:22:22"
534,1125,746,4,4,4,"2016-03-03 15:22:22"
535,1741,746,3,3,3,"2016-03-03 15:22:22"
536,1838,746,3,3,3,"2016-03-03 15:22:22"
537,2497,746,3,3,3,"2016-03-03 15:22:22"
538,2938,746,3,3,3,"2016-03-03 15:22:22"
539,3116,746,3,3,3,"2016-03-03 15:22:22"
540,3117,746,3,3,3,"2016-03-03 15:22:23"
541,386,744,2,5,3,"2016-03-03 15:22:23"
542,1070,744,2,5,3,"2016-03-03 15:22:23"
543,1478,744,2,5,3,"2016-03-03 15:22:23"
544,2755,744,3,4,3,"2016-03-03 15:22:23"
545,2810,744,2,5,3,"2016-03-03 15:22:23"
546,3245,744,2,5,5,"2016-03-03 15:22:23"
551,264,747,1,4,4,"2016-03-03 15:22:24"
552,520,747,5,3,5,"2016-03-03 15:22:24"
553,766,747,3,2,5,"2016-03-03 15:22:24"
554,1322,747,4,2,5,"2016-03-03 15:22:24"
555,1338,747,4,4,5,"2016-03-03 15:22:24"
556,1416,747,3,5,5,"2016-03-03 15:22:24"
557,1924,747,2,5,4,"2016-03-03 15:22:24"
558,2050,747,3,2,5,"2016-03-03 15:22:24"
559,2131,747,5,4,5,"2016-03-03 15:22:24"
560,2765,747,5,3,4,"2016-03-03 15:22:24"
561,64,741,4,4,4,"2016-03-03 15:22:54"
562,168,741,4,4,4,"2016-03-03 15:22:54"
563,637,741,2,2,3,"2016-03-03 15:22:54"
564,757,741,3,3,3,"2016-03-03 15:22:54"
565,1324,741,1,1,1,"2016-03-03 15:22:54"
566,1841,741,5,5,5,"2016-03-03 15:22:54"
567,2598,741,2,2,2,"2016-03-03 15:22:54"
568,2909,741,4,4,4,"2016-03-03 15:22:54"
569,3235,741,3,3,3,"2016-03-03 15:22:54"
571,607,742,4,4,4,"2016-03-03 15:22:58"
572,1288,742,1,2,1,"2016-03-03 15:22:58"
573,2343,742,3,2,4,"2016-03-03 15:22:58"
574,2396,742,4,2,3,"2016-03-03 15:22:58"
575,2566,742,3,4,4,"2016-03-03 15:22:58"
576,2605,742,2,4,4,"2016-03-03 15:22:58"
577,2836,742,2,3,4,"2016-03-03 15:22:58"
578,3105,742,5,3,3,"2016-03-03 15:22:58"
579,3241,742,5,5,5,"2016-03-03 15:22:58"
581,328,747,4,4,2,"2016-03-03 15:22:59"
582,1110,747,3,2,5,"2016-03-03 15:22:59"
583,1146,747,5,4,4,"2016-03-03 15:22:59"
584,1804,747,3,2,5,"2016-03-03 15:22:59"
585,2056,747,5,3,4,"2016-03-03 15:22:59"
586,2269,747,5,3,4,"2016-03-03 15:22:59"
587,2964,747,3,4,3,"2016-03-03 15:22:59"
588,2974,747,3,5,5,"2016-03-03 15:22:59"
589,2984,747,5,2,4,"2016-03-03 15:22:59"
591,13,739,4,4,5,"2016-03-03 15:23:00"
592,1223,739,4,3,4,"2016-03-03 15:23:00"
593,1628,739,5,2,3,"2016-03-03 15:23:00"
594,2797,739,3,5,4,"2016-03-03 15:23:00"
595,2829,739,3,4,2,"2016-03-03 15:23:00"
596,3114,739,4,4,4,"2016-03-03 15:23:00"
597,3212,739,3,2,4,"2016-03-03 15:23:00"
598,3262,739,4,4,4,"2016-03-03 15:23:00"
599,3276,739,5,5,5,"2016-03-03 15:23:00"
601,273,735,5,5,5,"2016-03-03 15:23:04"
602,431,735,1,4,4,"2016-03-03 15:23:04"
603,508,735,3,3,3,"2016-03-03 15:23:04"
604,670,735,3,4,2,"2016-03-03 15:23:04"
605,1109,735,1,4,5,"2016-03-03 15:23:04"
606,2503,735,1,4,5,"2016-03-03 15:23:04"
607,2514,735,5,5,5,"2016-03-03 15:23:04"
608,2736,735,5,5,5,"2016-03-03 15:23:05"
611,578,720,5,5,5,"2016-03-03 15:23:17"
612,812,720,1,4,5,"2016-03-03 15:23:17"
613,1023,720,4,3,3,"2016-03-03 15:23:17"
614,1102,720,3,3,5,"2016-03-03 15:23:17"
615,1299,720,1,3,3,"2016-03-03 15:23:17"
616,1710,720,4,4,3,"2016-03-03 15:23:17"
617,2558,720,1,3,2,"2016-03-03 15:23:17"
618,2670,720,3,3,5,"2016-03-03 15:23:17"
621,174,746,3,3,3,"2016-03-03 15:23:25"
622,920,746,3,3,3,"2016-03-03 15:23:25"
623,1874,746,3,3,3,"2016-03-03 15:23:25"
624,1948,746,3,3,3,"2016-03-03 15:23:25"
625,2249,746,3,3,3,"2016-03-03 15:23:25"
626,2359,746,3,3,3,"2016-03-03 15:23:25"
627,3153,746,3,3,3,"2016-03-03 15:23:25"
631,666,727,3,4,4,"2016-03-03 15:23:36"
632,1362,727,3,3,3,"2016-03-03 15:23:36"
633,1561,727,4,4,3,"2016-03-03 15:23:36"
634,1898,727,3,4,3,"2016-03-03 15:23:36"
635,1943,727,4,4,4,"2016-03-03 15:23:36"
636,2010,727,3,3,3,"2016-03-03 15:23:36"
637,2564,727,4,4,3,"2016-03-03 15:23:36"
638,2959,727,3,3,3,"2016-03-03 15:23:36"
639,3201,727,3,4,3,"2016-03-03 15:23:36"
641,112,706,2,5,3,"2016-03-03 15:23:43"
642,633,706,1,3,3,"2016-03-03 15:23:43"
643,1438,706,1,2,1,"2016-03-03 15:23:43"
644,1580,706,3,5,4,"2016-03-03 15:23:43"
645,1842,706,3,5,5,"2016-03-03 15:23:43"
